style,brand,color,price,occasion,match_success
CAS,Vans,BLK,958,formal,0
ESP,Adidas,NEU,840,casual,1
CAS,Adidas,WHT,328,formal,0
SOC,Nike,NEU,336,casual,0
ESP,Nike,WHT,686,casual,1
FAS,Vans,BLK,433,sport,1
FAS,Vans,WHT,339,sport,1
ESP,New Balance,NEU,268,formal,1
SOC,Nike,BLK,275,sport,0
ESP,New Balance,NEU,500,sport,1
FAS,Adidas,COL,362,casual,0
FAS,Adidas,COL,460,sport,1
VIN,Nike,BLK,809,casual,1
VIN,Adidas,WHT,616,sport,1
VIN,Nike,WHT,138,formal,1
CAS,Nike,COL,414,casual,1
ESP,Vans,WHT,373,casual,0
ESP,New Balance,COL,356,sport,0
VIN,Adidas,BLK,353,sport,1
ESP,Nike,COL,691,sport,0
SOC,Converse,NEU,693,casual,1
CAS,Nike,COL,927,casual,0
VIN,Adidas,COL,401,casual,0
CAS,Vans,NEU,220,casual,1
ESP,Vans,WHT,425,formal,0
ESP,New Balance,WHT,369,casual,1
CAS,Nike,BLK,279,casual,1
FAS,New Balance,WHT,998,casual,1
VIN,Adidas,COL,486,sport,1
VIN,New Balance,BLK,421,casual,1
SOC,Vans,BLK,395,sport,1
FAS,New Balance,BLK,205,formal,0
ESP,Nike,WHT,990,formal,1
FAS,Vans,WHT,722,formal,1
FAS,Nike,WHT,994,casual,1
FAS,Adidas,COL,424,casual,1
FAS,Adidas,NEU,479,formal,1
VIN,New Balance,NEU,555,sport,1
ESP,Converse,WHT,194,casual,0
SOC,Adidas,NEU,665,sport,1
VIN,Nike,BLK,492,casual,0
CAS,New Balance,COL,587,formal,0
SOC,Vans,WHT,400,sport,0
VIN,Converse,WHT,409,sport,1
FAS,Adidas,WHT,254,formal,1
VIN,Converse,COL,931,sport,1
ESP,Vans,NEU,921,casual,1
FAS,Adidas,WHT,184,sport,0
VIN,Adidas,COL,763,sport,0
FAS,Vans,BLK,188,formal,0
ESP,Converse,BLK,350,sport,1
ESP,Converse,BLK,618,formal,1
FAS,New Balance,BLK,805,casual,1
CAS,Adidas,COL,240,formal,1
FAS,Converse,NEU,823,formal,0
ESP,Vans,NEU,200,formal,1
CAS,New Balance,BLK,616,sport,1
FAS,Nike,BLK,569,casual,1
SOC,New Balance,BLK,873,sport,1
VIN,New Balance,COL,990,formal,0
CAS,Adidas,NEU,672,sport,1
CAS,Adidas,NEU,830,sport,1
FAS,New Balance,COL,757,sport,1
FAS,New Balance,WHT,948,casual,0
VIN,Converse,COL,695,casual,0
VIN,Converse,WHT,926,formal,1
VIN,New Balance,BLK,140,formal,0
CAS,Converse,NEU,577,formal,1
SOC,Nike,NEU,513,casual,1
FAS,Converse,WHT,103,casual,1
VIN,Nike,NEU,823,formal,1
ESP,Converse,BLK,794,sport,1
ESP,Adidas,WHT,213,casual,1
ESP,Adidas,NEU,253,casual,1
SOC,Adidas,BLK,860,formal,0
FAS,Adidas,BLK,548,sport,0
ESP,Vans,BLK,393,sport,1
VIN,Nike,COL,893,casual,1
ESP,New Balance,WHT,634,formal,1
ESP,Vans,NEU,295,casual,1
SOC,Converse,COL,524,formal,0
SOC,Nike,COL,880,sport,1
CAS,New Balance,COL,146,formal,0
FAS,Vans,BLK,429,sport,1
CAS,New Balance,WHT,469,formal,1
VIN,Vans,NEU,471,sport,1
ESP,Vans,COL,246,formal,1
SOC,New Balance,BLK,651,sport,1
SOC,Nike,COL,597,casual,1
VIN,New Balance,NEU,911,formal,0
FAS,Nike,BLK,277,formal,0
VIN,New Balance,BLK,866,sport,0
SOC,New Balance,BLK,670,sport,1
FAS,Vans,BLK,123,casual,0
FAS,Nike,COL,579,sport,0
ESP,Converse,BLK,563,casual,1
FAS,Vans,NEU,793,formal,1
CAS,Converse,WHT,719,formal,0
CAS,New Balance,BLK,399,sport,1
CAS,New Balance,WHT,102,sport,0
FAS,Nike,NEU,502,casual,1
ESP,Converse,WHT,333,formal,0
VIN,Converse,COL,974,sport,1
CAS,Converse,BLK,940,casual,0
CAS,Vans,BLK,430,casual,1
SOC,Adidas,WHT,803,formal,0
FAS,Vans,WHT,194,sport,0
VIN,Nike,WHT,425,casual,1
VIN,Converse,BLK,846,formal,1
SOC,Converse,BLK,845,casual,1
CAS,New Balance,WHT,429,sport,1
VIN,New Balance,WHT,911,sport,0
ESP,New Balance,BLK,268,formal,1
CAS,Nike,BLK,238,sport,1
VIN,Nike,BLK,346,formal,1
FAS,Converse,WHT,566,sport,0
CAS,Nike,BLK,341,casual,0
CAS,Nike,BLK,987,casual,1
FAS,Adidas,NEU,512,casual,1
VIN,Converse,BLK,801,casual,1
CAS,Converse,BLK,443,casual,1
CAS,New Balance,NEU,206,formal,1
SOC,Converse,NEU,723,sport,1
CAS,Vans,NEU,734,casual,0
SOC,Adidas,COL,964,casual,0
FAS,New Balance,NEU,571,casual,0
FAS,Nike,BLK,898,casual,0
FAS,Vans,WHT,735,formal,0
SOC,Vans,WHT,314,formal,0
VIN,Adidas,BLK,162,sport,0
FAS,New Balance,NEU,149,sport,0
SOC,Nike,WHT,313,casual,0
FAS,Converse,NEU,323,casual,0
VIN,Converse,WHT,504,sport,0
SOC,Converse,COL,644,sport,1
FAS,Nike,BLK,480,sport,0
VIN,Nike,BLK,153,formal,0
VIN,Nike,WHT,801,casual,1
CAS,Adidas,BLK,961,sport,0
VIN,Converse,BLK,709,casual,0
SOC,New Balance,COL,972,sport,1
VIN,Adidas,COL,992,formal,1
FAS,Vans,BLK,188,formal,0
ESP,Adidas,BLK,688,casual,1
SOC,Vans,NEU,322,formal,1
SOC,Converse,WHT,996,casual,1
CAS,New Balance,BLK,872,sport,0
ESP,Nike,NEU,259,sport,0
VIN,Converse,COL,389,casual,0
VIN,Converse,WHT,783,formal,0
SOC,Converse,COL,341,casual,0
FAS,Adidas,COL,940,casual,1
FAS,Converse,WHT,809,casual,1
FAS,New Balance,NEU,897,casual,1
SOC,Vans,NEU,367,formal,0
VIN,Nike,WHT,820,sport,1
VIN,Converse,WHT,667,formal,1
SOC,Vans,COL,531,formal,0
CAS,Nike,WHT,232,formal,0
VIN,Vans,WHT,642,casual,0
CAS,Adidas,COL,455,formal,1
ESP,Adidas,COL,137,casual,1
ESP,New Balance,BLK,177,formal,1
VIN,Nike,COL,709,sport,0
VIN,New Balance,NEU,448,sport,1
CAS,Vans,COL,156,formal,0
CAS,New Balance,COL,234,casual,1
CAS,Adidas,COL,418,formal,0
CAS,Converse,BLK,926,sport,1
ESP,Vans,NEU,639,sport,1
VIN,Adidas,WHT,916,formal,1
ESP,Nike,WHT,770,sport,1
VIN,Adidas,COL,361,casual,1
ESP,Vans,COL,943,casual,1
FAS,Vans,WHT,743,formal,0
CAS,Nike,WHT,448,formal,0
ESP,Nike,NEU,570,casual,1
FAS,Adidas,WHT,360,casual,1
CAS,Vans,BLK,623,formal,1
CAS,Converse,WHT,743,casual,1
ESP,Converse,BLK,531,casual,0
CAS,Nike,COL,341,casual,1
CAS,Vans,COL,678,sport,1
SOC,New Balance,WHT,615,casual,0
SOC,Converse,WHT,188,casual,0
SOC,New Balance,NEU,822,formal,0
SOC,Adidas,NEU,411,casual,1
ESP,Adidas,NEU,458,sport,1
CAS,Adidas,COL,554,formal,0
FAS,Nike,COL,672,formal,1
CAS,New Balance,COL,617,formal,1
ESP,Converse,COL,295,casual,1
CAS,Adidas,WHT,757,casual,0
SOC,New Balance,WHT,862,sport,0
CAS,Converse,NEU,545,formal,1
SOC,Vans,WHT,741,sport,0
SOC,Adidas,WHT,684,sport,0
ESP,Nike,WHT,527,formal,0
FAS,Adidas,NEU,838,sport,1
ESP,Nike,WHT,237,casual,0
ESP,Vans,BLK,618,formal,1
CAS,Converse,WHT,253,casual,0
SOC,Nike,NEU,417,sport,0
ESP,New Balance,BLK,854,formal,0
ESP,Vans,WHT,177,sport,0
ESP,New Balance,COL,819,formal,1
SOC,Nike,NEU,325,sport,1
CAS,Vans,NEU,995,casual,1
ESP,Vans,COL,916,sport,1
ESP,Adidas,BLK,794,formal,0
ESP,Nike,NEU,165,casual,1
SOC,New Balance,WHT,776,sport,1
FAS,Nike,COL,945,casual,1
ESP,Vans,WHT,275,formal,1
VIN,Nike,COL,213,formal,1
FAS,Nike,BLK,319,formal,0
SOC,Adidas,WHT,589,formal,0
ESP,New Balance,WHT,754,sport,1
CAS,Nike,WHT,545,formal,1
VIN,Nike,BLK,767,formal,1
VIN,New Balance,COL,749,casual,0
ESP,Nike,BLK,710,sport,0
ESP,Converse,COL,197,casual,1
SOC,Vans,NEU,330,sport,1
VIN,Vans,BLK,116,sport,0
ESP,New Balance,BLK,614,sport,0
SOC,Adidas,NEU,408,casual,1
VIN,Converse,BLK,151,formal,1
CAS,Vans,COL,600,casual,1
ESP,Converse,WHT,132,formal,1
CAS,Vans,WHT,461,sport,1
ESP,Converse,WHT,201,casual,1
CAS,Converse,NEU,292,casual,0
FAS,Adidas,BLK,147,sport,0
CAS,Vans,COL,836,sport,1
ESP,New Balance,NEU,362,casual,1
CAS,New Balance,NEU,184,casual,0
ESP,Adidas,WHT,214,sport,0
SOC,Converse,WHT,288,formal,0
SOC,New Balance,BLK,829,casual,0
CAS,Converse,NEU,136,sport,0
SOC,Nike,COL,736,formal,1
VIN,New Balance,COL,591,casual,0
VIN,Converse,BLK,862,sport,1
FAS,New Balance,BLK,826,casual,0
CAS,New Balance,BLK,384,formal,0
FAS,Adidas,NEU,975,sport,0
CAS,Vans,BLK,378,casual,0
FAS,Nike,WHT,331,sport,1
ESP,New Balance,NEU,880,casual,0
CAS,Nike,BLK,447,sport,1
CAS,Adidas,COL,466,formal,1
FAS,New Balance,NEU,110,sport,1
VIN,Nike,COL,219,sport,0
SOC,New Balance,BLK,532,casual,0
ESP,Adidas,NEU,535,sport,1
FAS,Nike,NEU,139,sport,1
ESP,New Balance,BLK,189,formal,0
CAS,Adidas,COL,944,formal,1
FAS,Converse,WHT,967,sport,1
SOC,Converse,WHT,401,casual,0
ESP,Nike,NEU,585,casual,1
ESP,Converse,COL,181,casual,1
ESP,Vans,COL,732,sport,1
SOC,New Balance,NEU,523,formal,0
FAS,Adidas,COL,592,formal,1
VIN,Nike,NEU,594,sport,1
FAS,Converse,WHT,630,sport,0
VIN,New Balance,COL,154,casual,1
VIN,Vans,BLK,828,casual,0
SOC,New Balance,WHT,491,sport,0
SOC,Adidas,WHT,447,casual,1
ESP,Vans,COL,434,sport,1
VIN,Adidas,BLK,551,casual,0
ESP,New Balance,BLK,756,sport,1
FAS,Vans,WHT,277,formal,0
VIN,Converse,COL,662,casual,1
ESP,Nike,WHT,592,sport,1
VIN,New Balance,COL,770,formal,0
SOC,New Balance,WHT,830,casual,0
SOC,Nike,BLK,764,casual,1
SOC,Vans,BLK,997,casual,1
VIN,New Balance,NEU,941,sport,1
VIN,Vans,BLK,967,casual,1
VIN,Adidas,WHT,384,sport,1
SOC,New Balance,BLK,448,sport,0
FAS,Nike,WHT,191,casual,0
VIN,New Balance,NEU,778,formal,0
ESP,Nike,COL,317,sport,0
SOC,New Balance,COL,413,formal,0
CAS,Converse,BLK,524,casual,1
VIN,Adidas,COL,142,sport,0
CAS,Adidas,BLK,541,sport,0
VIN,New Balance,BLK,697,casual,0
CAS,Converse,COL,152,casual,0
VIN,Vans,WHT,397,sport,0
FAS,New Balance,WHT,319,casual,1
FAS,Converse,NEU,434,casual,0
FAS,Vans,BLK,588,casual,1
VIN,Nike,WHT,421,formal,1
SOC,Adidas,WHT,948,sport,1
CAS,Converse,NEU,793,sport,0
SOC,Vans,NEU,132,casual,1
ESP,Converse,WHT,160,sport,1
SOC,Adidas,NEU,851,casual,0
SOC,Adidas,WHT,719,sport,0
SOC,Nike,NEU,851,casual,0
ESP,Vans,BLK,243,sport,1
ESP,Nike,WHT,313,formal,1
ESP,Nike,COL,459,formal,1
SOC,Nike,COL,929,sport,0
SOC,Converse,COL,350,formal,1
VIN,New Balance,WHT,688,casual,0
SOC,Converse,NEU,255,casual,1
FAS,Nike,COL,365,casual,0
ESP,Adidas,WHT,400,formal,0
CAS,Adidas,BLK,384,formal,1
SOC,Converse,NEU,442,formal,1
VIN,New Balance,BLK,498,sport,0
CAS,Converse,COL,240,formal,1
SOC,New Balance,WHT,431,formal,1
SOC,New Balance,NEU,376,casual,0
FAS,Converse,BLK,550,casual,1
SOC,Adidas,NEU,355,casual,1
VIN,New Balance,BLK,550,sport,0
CAS,New Balance,COL,456,sport,1
FAS,Adidas,BLK,450,sport,1
SOC,Adidas,NEU,299,formal,0
SOC,Nike,BLK,177,casual,0
VIN,Converse,BLK,145,casual,1
CAS,New Balance,BLK,714,casual,1
VIN,New Balance,NEU,512,formal,1
CAS,Converse,BLK,632,formal,1
VIN,Vans,COL,385,formal,0
VIN,Vans,BLK,168,casual,0
CAS,Vans,NEU,502,sport,1
CAS,Nike,WHT,626,sport,1
VIN,Converse,BLK,191,formal,0
VIN,Adidas,COL,771,casual,1
FAS,Vans,WHT,195,sport,1
SOC,Vans,NEU,503,formal,1
VIN,Vans,WHT,183,casual,0
ESP,Vans,COL,495,formal,0
VIN,Converse,COL,951,casual,0
VIN,Adidas,BLK,585,casual,1
VIN,Converse,COL,829,casual,0
FAS,Vans,BLK,997,sport,0
SOC,Vans,WHT,140,sport,0
VIN,Adidas,NEU,155,casual,0
VIN,Adidas,NEU,909,formal,1
FAS,New Balance,COL,806,casual,1
FAS,Converse,WHT,665,sport,0
VIN,Adidas,COL,895,sport,0
FAS,Vans,NEU,891,formal,0
SOC,Converse,NEU,380,casual,1
ESP,Vans,BLK,703,sport,0
SOC,Vans,WHT,491,formal,0
FAS,Vans,NEU,123,casual,1
SOC,New Balance,WHT,118,formal,0
VIN,Adidas,COL,174,casual,1
FAS,Vans,WHT,120,formal,0
FAS,Vans,WHT,682,casual,0
SOC,New Balance,NEU,373,sport,0
ESP,New Balance,COL,270,sport,1
ESP,New Balance,WHT,548,casual,1
CAS,Nike,NEU,777,sport,1
VIN,Vans,BLK,847,sport,0
ESP,Nike,WHT,617,formal,1
ESP,Adidas,COL,913,casual,1
VIN,Nike,NEU,263,formal,0
FAS,Converse,NEU,748,formal,1
CAS,Converse,BLK,370,casual,1
FAS,New Balance,NEU,175,formal,1
ESP,Nike,WHT,214,sport,0
SOC,New Balance,BLK,882,casual,0
CAS,Adidas,COL,303,sport,0
ESP,New Balance,WHT,987,formal,1
SOC,Vans,BLK,469,formal,1
FAS,Vans,COL,228,casual,1
CAS,Nike,WHT,382,sport,1
VIN,Adidas,WHT,719,sport,0
ESP,New Balance,COL,927,casual,1
VIN,Converse,BLK,365,formal,1
FAS,Nike,COL,392,formal,1
CAS,Adidas,WHT,423,formal,0
VIN,New Balance,BLK,584,formal,1
CAS,Nike,NEU,700,casual,1
FAS,Nike,NEU,944,formal,0
VIN,Adidas,COL,668,formal,0
ESP,Adidas,NEU,781,casual,1
VIN,New Balance,BLK,742,formal,1
SOC,New Balance,NEU,806,sport,0
ESP,New Balance,BLK,798,formal,1
SOC,New Balance,WHT,298,sport,0
VIN,Vans,COL,827,formal,1
SOC,Vans,BLK,804,formal,0
CAS,Adidas,WHT,888,casual,1
ESP,New Balance,COL,530,casual,1
FAS,Adidas,COL,187,sport,1
CAS,Adidas,COL,527,casual,1
FAS,Adidas,BLK,250,formal,0
ESP,Nike,WHT,417,casual,1
VIN,Vans,NEU,352,casual,0
SOC,New Balance,BLK,157,sport,1
SOC,Vans,COL,409,formal,1
ESP,New Balance,BLK,661,casual,1
FAS,Nike,BLK,941,casual,0
SOC,New Balance,COL,453,formal,1
FAS,Nike,WHT,262,casual,1
FAS,Nike,COL,251,sport,1
VIN,New Balance,BLK,172,sport,0
CAS,Converse,WHT,829,sport,1
FAS,Nike,WHT,425,casual,0
CAS,Nike,NEU,506,casual,1
VIN,New Balance,NEU,517,casual,0
VIN,Vans,COL,462,sport,0
CAS,Vans,COL,342,casual,0
VIN,Converse,NEU,757,formal,0
VIN,Converse,COL,443,sport,0
CAS,Vans,COL,692,formal,1
VIN,Vans,NEU,214,formal,1
CAS,New Balance,NEU,861,sport,1
SOC,Adidas,WHT,718,formal,0
ESP,Nike,COL,367,sport,1
SOC,Adidas,BLK,603,casual,1
CAS,Converse,NEU,201,casual,0
VIN,Converse,WHT,326,casual,1
VIN,Vans,COL,762,formal,0
SOC,Converse,COL,911,casual,0
VIN,New Balance,BLK,750,sport,1
VIN,Adidas,NEU,138,casual,0
CAS,Vans,COL,765,formal,1
VIN,Nike,BLK,536,casual,0
FAS,Nike,WHT,881,casual,1
VIN,New Balance,BLK,135,formal,0
CAS,Adidas,WHT,610,casual,1
SOC,Vans,COL,924,casual,1
FAS,New Balance,NEU,991,formal,1
SOC,Vans,NEU,393,sport,0
CAS,Converse,COL,608,sport,0
CAS,Adidas,WHT,297,casual,1
CAS,Vans,COL,917,sport,1
VIN,Vans,NEU,148,sport,1
CAS,Converse,NEU,481,sport,0
VIN,Adidas,BLK,523,sport,0
CAS,Converse,NEU,907,sport,0
FAS,New Balance,COL,607,sport,0
CAS,Adidas,COL,475,formal,1
VIN,Nike,BLK,382,formal,1
ESP,Converse,COL,541,formal,1
ESP,Adidas,BLK,155,casual,0
CAS,Converse,NEU,259,formal,1
SOC,Vans,COL,556,formal,0
SOC,Nike,WHT,250,sport,1
FAS,New Balance,BLK,710,casual,0
ESP,Adidas,COL,838,casual,1
FAS,Adidas,WHT,461,formal,0
FAS,Nike,NEU,393,sport,0
CAS,Vans,WHT,716,sport,1
CAS,Vans,BLK,541,formal,1
VIN,Adidas,WHT,609,sport,1
CAS,Vans,NEU,237,sport,1
FAS,Adidas,COL,568,casual,1
VIN,Converse,NEU,991,formal,1
VIN,Converse,NEU,711,casual,0
SOC,Converse,WHT,203,formal,1
ESP,Nike,COL,588,casual,1
ESP,Vans,COL,554,casual,1
CAS,New Balance,BLK,920,casual,1
CAS,New Balance,COL,284,sport,1
SOC,Vans,WHT,975,casual,1
FAS,Converse,COL,478,casual,1
VIN,Vans,NEU,571,formal,0
SOC,Adidas,BLK,854,formal,0
VIN,Vans,COL,962,sport,1
VIN,Nike,WHT,583,sport,0
CAS,Converse,COL,160,formal,0
ESP,Vans,COL,302,sport,1
CAS,Vans,COL,896,formal,0
CAS,New Balance,BLK,970,formal,0
FAS,Vans,NEU,412,casual,0
CAS,Converse,NEU,208,casual,0
SOC,New Balance,WHT,361,sport,1
ESP,Adidas,COL,720,formal,0
VIN,Vans,WHT,726,sport,0
ESP,New Balance,COL,797,formal,1
FAS,Converse,NEU,148,formal,1
VIN,Nike,WHT,238,sport,1
SOC,Converse,BLK,385,formal,0
ESP,Nike,BLK,222,formal,1
CAS,New Balance,NEU,382,formal,1
FAS,Adidas,WHT,220,formal,1
ESP,Nike,BLK,790,casual,1
SOC,Nike,WHT,353,sport,1
ESP,Nike,COL,499,formal,1
ESP,New Balance,BLK,508,sport,0
CAS,Converse,WHT,817,sport,1
VIN,Nike,NEU,654,sport,1
VIN,New Balance,NEU,992,formal,0
FAS,Adidas,WHT,760,casual,1
VIN,Adidas,WHT,647,casual,0
FAS,Nike,NEU,775,formal,0
SOC,New Balance,WHT,265,formal,0
CAS,Converse,BLK,117,sport,0
VIN,Adidas,WHT,396,formal,0
CAS,New Balance,BLK,266,casual,1
VIN,Converse,COL,515,casual,0
VIN,Nike,COL,724,casual,0
CAS,Converse,WHT,542,casual,1
CAS,Nike,COL,933,casual,0
FAS,Vans,WHT,218,formal,1
CAS,Converse,BLK,996,casual,0
FAS,New Balance,WHT,961,sport,1
FAS,Nike,BLK,137,casual,0
ESP,Vans,NEU,676,formal,0
CAS,New Balance,COL,264,formal,1
ESP,Vans,BLK,153,sport,1
SOC,Converse,WHT,944,formal,1
ESP,Adidas,NEU,500,casual,1
CAS,Converse,WHT,164,casual,1
VIN,Adidas,WHT,599,casual,1
CAS,Vans,NEU,253,casual,0
CAS,Adidas,COL,897,formal,1
VIN,Nike,BLK,442,casual,0
CAS,Nike,COL,235,casual,1
CAS,Nike,COL,610,sport,1
ESP,Adidas,COL,479,formal,1
CAS,Nike,NEU,995,sport,0
FAS,Converse,COL,402,casual,1
ESP,Nike,WHT,329,casual,1
VIN,Vans,NEU,996,casual,1
SOC,Vans,COL,575,casual,1
CAS,Adidas,COL,775,sport,0
VIN,Adidas,BLK,656,casual,1
CAS,Vans,COL,986,casual,1
VIN,New Balance,BLK,250,sport,0
FAS,New Balance,WHT,303,formal,1
FAS,Vans,BLK,946,casual,1
ESP,Converse,WHT,170,sport,1
ESP,Vans,WHT,509,sport,1
SOC,Nike,COL,481,casual,1
FAS,Adidas,WHT,812,sport,1
ESP,Adidas,NEU,173,sport,0
CAS,Converse,COL,752,casual,1
FAS,Adidas,NEU,932,sport,1
SOC,Nike,COL,678,sport,0
FAS,Vans,WHT,720,formal,0
CAS,Vans,COL,895,sport,0
VIN,New Balance,BLK,651,casual,1
CAS,Vans,COL,746,casual,0
SOC,Converse,WHT,192,casual,0
ESP,Vans,COL,211,sport,1
ESP,New Balance,COL,236,casual,0
FAS,Vans,WHT,118,formal,0
SOC,Converse,NEU,767,sport,1
ESP,Vans,WHT,499,formal,1
VIN,Adidas,WHT,381,sport,0
VIN,Nike,WHT,156,formal,1
CAS,Converse,COL,855,sport,1
ESP,Vans,WHT,317,sport,0
SOC,Nike,COL,905,sport,1
CAS,Adidas,WHT,927,casual,1
VIN,Vans,NEU,446,formal,1
ESP,Vans,NEU,200,casual,1
SOC,Nike,COL,206,formal,1
SOC,Nike,BLK,568,formal,0
CAS,New Balance,COL,290,formal,1
SOC,Nike,COL,573,formal,1
ESP,Vans,NEU,177,casual,1
SOC,Vans,WHT,620,casual,1
CAS,New Balance,BLK,127,formal,0
CAS,Adidas,COL,763,sport,0
SOC,Vans,NEU,653,sport,1
VIN,New Balance,COL,749,casual,1
ESP,New Balance,BLK,363,casual,0
SOC,Nike,BLK,235,formal,1
SOC,Converse,BLK,350,formal,1
CAS,Adidas,COL,982,formal,0
FAS,Converse,NEU,787,formal,1
SOC,Adidas,NEU,552,sport,1
SOC,Vans,COL,846,formal,0
FAS,Nike,COL,532,casual,0
SOC,Converse,COL,236,sport,0
SOC,New Balance,COL,652,formal,1
SOC,Vans,NEU,722,sport,1
VIN,Vans,WHT,224,casual,0
FAS,Converse,COL,788,sport,0
CAS,Converse,NEU,340,formal,1
CAS,New Balance,BLK,483,sport,1
VIN,New Balance,WHT,246,formal,1
ESP,Converse,WHT,929,formal,1
FAS,New Balance,NEU,611,formal,1
VIN,New Balance,BLK,813,formal,1
FAS,Converse,COL,725,formal,1
VIN,Adidas,COL,350,sport,1
ESP,Adidas,BLK,809,casual,0
VIN,New Balance,BLK,375,formal,1
CAS,Vans,WHT,109,casual,0
FAS,New Balance,BLK,359,formal,0
ESP,Vans,WHT,724,casual,0
VIN,Adidas,BLK,385,sport,1
SOC,Nike,BLK,628,casual,1
FAS,Converse,COL,616,casual,1
SOC,Nike,NEU,575,casual,1
VIN,Converse,COL,497,formal,0
ESP,Nike,COL,263,casual,1
FAS,New Balance,BLK,929,sport,0
ESP,Adidas,BLK,616,formal,0
SOC,Vans,BLK,825,formal,1
SOC,Adidas,BLK,698,casual,1
SOC,New Balance,WHT,548,casual,0
FAS,Converse,WHT,445,sport,1
CAS,Vans,COL,697,formal,1
SOC,New Balance,WHT,210,casual,0
VIN,Vans,NEU,644,casual,1
ESP,Nike,NEU,469,casual,0
CAS,Converse,BLK,457,casual,1
SOC,Nike,WHT,736,formal,1
VIN,Converse,WHT,866,formal,1
ESP,Nike,NEU,266,formal,1
ESP,Vans,COL,473,casual,1
ESP,Adidas,WHT,535,formal,0
SOC,Converse,COL,491,sport,0
ESP,Adidas,BLK,805,casual,1
ESP,Adidas,BLK,473,casual,0
FAS,Vans,COL,920,formal,0
ESP,Nike,WHT,131,casual,1
FAS,Vans,COL,124,casual,0
SOC,Adidas,WHT,117,casual,1
SOC,New Balance,WHT,184,sport,1
FAS,Adidas,WHT,591,formal,0
SOC,Vans,WHT,413,sport,0
ESP,Vans,WHT,891,formal,0
FAS,New Balance,BLK,740,sport,1
FAS,Adidas,BLK,270,formal,1
VIN,Nike,COL,232,formal,0
ESP,Adidas,NEU,515,casual,0
VIN,Adidas,BLK,503,casual,1
FAS,Nike,NEU,393,formal,0
ESP,New Balance,NEU,608,formal,1
SOC,Adidas,COL,795,formal,1
CAS,Vans,BLK,173,sport,0
ESP,New Balance,WHT,760,formal,0
ESP,Converse,NEU,103,sport,1
FAS,Adidas,COL,246,casual,1
ESP,New Balance,WHT,634,formal,0
VIN,New Balance,COL,293,casual,1
SOC,New Balance,COL,989,casual,1
CAS,Converse,BLK,690,sport,1
VIN,Nike,NEU,490,casual,1
CAS,Vans,NEU,488,formal,0
CAS,New Balance,COL,395,sport,1
CAS,New Balance,WHT,687,casual,1
SOC,New Balance,NEU,510,formal,0
SOC,Converse,COL,296,formal,1
ESP,New Balance,NEU,853,casual,1
SOC,Vans,WHT,717,casual,0
FAS,Converse,WHT,290,casual,0
FAS,Nike,COL,272,casual,1
FAS,Adidas,WHT,491,sport,1
FAS,New Balance,BLK,130,casual,1
CAS,Vans,COL,379,formal,1
CAS,Vans,BLK,914,formal,0
CAS,Nike,NEU,765,casual,1
FAS,Adidas,WHT,595,sport,1
FAS,Vans,NEU,650,casual,1
VIN,Vans,BLK,256,casual,0
FAS,New Balance,COL,583,formal,0
CAS,Converse,BLK,220,sport,1
FAS,Adidas,WHT,101,sport,1
VIN,New Balance,WHT,224,casual,1
CAS,Nike,NEU,356,casual,0
SOC,New Balance,COL,762,formal,1
ESP,Adidas,NEU,273,sport,1
FAS,New Balance,COL,897,sport,0
ESP,Converse,BLK,813,formal,1
ESP,New Balance,COL,876,formal,0
ESP,Converse,COL,170,formal,0
SOC,Converse,WHT,381,formal,1
ESP,New Balance,BLK,979,formal,0
ESP,Vans,NEU,342,casual,0
VIN,New Balance,WHT,173,formal,1
FAS,New Balance,NEU,792,sport,1
ESP,Nike,NEU,822,formal,1
FAS,Nike,COL,358,formal,1
FAS,Nike,NEU,321,formal,1
VIN,Adidas,NEU,397,formal,1
ESP,Adidas,WHT,142,casual,1
SOC,New Balance,BLK,414,sport,1
VIN,Nike,WHT,210,casual,0
FAS,Nike,BLK,397,sport,1
CAS,Adidas,BLK,640,sport,0
SOC,Converse,BLK,846,sport,0
SOC,Nike,COL,842,sport,1
ESP,Nike,WHT,676,formal,1
CAS,Nike,COL,215,formal,0
SOC,Nike,WHT,576,casual,0
ESP,New Balance,WHT,369,sport,1
FAS,New Balance,WHT,638,sport,1
CAS,Converse,COL,165,sport,0
FAS,Nike,COL,634,casual,0
CAS,Vans,WHT,471,sport,0
FAS,Nike,NEU,838,casual,1
ESP,Vans,BLK,338,formal,1
VIN,New Balance,COL,219,sport,1
VIN,Nike,WHT,987,formal,0
ESP,Converse,BLK,998,sport,1
VIN,Converse,COL,573,casual,1
ESP,Converse,COL,766,casual,1
VIN,Vans,WHT,509,formal,0
SOC,Converse,NEU,858,formal,0
SOC,Converse,WHT,839,casual,0
SOC,Nike,NEU,933,casual,1
FAS,Nike,COL,519,formal,0
FAS,Adidas,NEU,998,sport,1
SOC,Adidas,COL,111,casual,1
ESP,Vans,COL,170,sport,0
SOC,Converse,COL,726,formal,1
SOC,Vans,NEU,654,formal,0
ESP,Adidas,NEU,797,formal,1
ESP,Vans,BLK,846,formal,1
FAS,Vans,BLK,183,formal,0
FAS,Vans,NEU,382,casual,0
VIN,Adidas,COL,593,sport,1
CAS,Nike,WHT,988,sport,0
CAS,Converse,WHT,460,sport,1
FAS,Vans,NEU,331,sport,1
SOC,New Balance,WHT,467,formal,0
CAS,New Balance,COL,999,sport,1
FAS,Adidas,WHT,703,sport,1
